Numeros_Fecha
43830.0
43800.0
43827.0
43826.0
43802.0
43770.0
43774.0
43816.0
43740.0
43732.0
43767.0
43723.0
43756.0
43777.0
43804.0
43819.0
43817.0
43784.0
43741.0
43731.0
43769.0
43714.0
43739.0
43735.0
43746.0
43799.0
43721.0
43728.0
43709.0
43738.0
43813.0
43711.0
43798.0
43818.0
43752.0
43829.0
43801.0
43822.0
43757.0
43719.0
43764.0
43768.0
43773.0
43755.0
43747.0
43809.0
43812.0
43772.0
43787.0
43814.0
43797.0
43710.0
43792.0
43733.0
43823.0
43736.0
43744.0
43722.0
43760.0
43763.0
43718.0
43811.0
43730.0
43781.0
43753.0
43720.0
43815.0
43712.0
43806.0
43761.0
43789.0
43758.0
43724.0
43776.0
43795.0
43734.0
43805.0
43751.0
43771.0
43737.0
43828.0
43754.0
43715.0
43821.0
43762.0
43825.0
43713.0
43742.0
43782.0
43727.0
43786.0
43748.0
43779.0
43725.0
43793.0
43803.0
43796.0
43794.0
43716.0
43808.0
43749.0
43824.0
43820.0
43726.0
43766.0
43729.0
43765.0
43810.0
43717.0
43750.0
43783.0
43790.0
43791.0
43745.0
43807.0
43780.0
43759.0
43778.0
43785.0
43788.0
43775.0
43743.0
